variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v1401,700,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڄمڻ کانپوءِ مون کي ٿڃ پيارڻ ڪڏهن شروع ڪرڻ گھرجي؟,ولادت کان پوءِ ٿڃ پيارڻ ڪڏهن شروع ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1402,700,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڄمڻ کانپوءِ مون کي ٿڃ پيارڻ ڪڏهن شروع ڪرڻ گھرجي؟,ٻار ٿيڻ بعد پهريون ڀيرو breastfeeding ڪڏهن شروع ٿئي؟,auto_ok,genuine reword - needs native-speaker review
v1403,701,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي پهرين مهينن ۾ ٻار کي ماءُ جي کير کان علاوه ڪا ٻي شيءِ ڏيڻ گھرجي؟,پهرين مهينن ۾ ٻار کي ماءُ جي کير کان علاوه ٻي شيءِ ڏجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1404,701,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي پهرين مهينن ۾ ٻار کي ماءُ جي کير کان علاوه ڪا ٻي شيءِ ڏيڻ گھرجي؟,شروعاتي مهينن ۾ صرف کير کان سواءِ ڪجهه ٻيو کارائجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1405,702,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ گرم موسم ۾ پنهنجي نئين ڄاول ٻار کي پاڻي ڏئي سگهان ٿي؟,گرم موسم ۾ نئين ڄاول ٻار کي پاڻي ڏجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1406,702,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ گرم موسم ۾ پنهنجي نئين ڄاول ٻار کي پاڻي ڏئي سگهان ٿي؟,سخت گرمي ۾ ننڍڙي ٻار کي واڌو پاڻي پيارجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1407,703,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي ٻار کي ڪيتري عرصي تائين ٿڃ پيارڻ گھرجي؟,ٻار کي ڪيترو ماهواري ٿڃ پيارجي؟,auto_ok,genuine reword - needs native-speaker review
v1408,703,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي ٻار کي ڪيتري عرصي تائين ٿڃ پيارڻ گھرجي؟,breastfeeding ڪيترن مهينن يا سالن تائين جاري رکجي؟,auto_ok,genuine reword - needs native-speaker review
v1409,704,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي ٻار کي ٻي غذا ڏيڻ ڪڏهن شروع ڪرڻ گھرجي؟,ٻار کي ٻي غذا ڏيڻ ڪڏهن شروع ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1410,704,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي ٻار کي ٻي غذا ڏيڻ ڪڏهن شروع ڪرڻ گھرجي؟,solid food شروع ڪرڻ جو صحيح وقت ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1411,705,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇهن مهينن جي ٻار کي ڏينهن ۾ ڪيترا ڀيرا کائڻ گھرجي؟,ڇهن مهينن جي ٻار کي ڏينهن ۾ ڪيترا ڀيرا کارايو وڃي؟,auto_ok,genuine reword - needs native-speaker review
v1412,705,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇهن مهينن جي ٻار کي ڏينهن ۾ ڪيترا ڀيرا کائڻ گھرجي؟,6 مهينن جو ٻار روزانو ڪيترا ڀيرا کائي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1413,706,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ٿڃ پيارڻ منهنجي ٻار جي ڪيئن مدد ڪري ٿو؟,ٿڃ پيارڻ ٻار جي ڪيئن مدد ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1414,706,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ٿڃ پيارڻ منهنجي ٻار جي ڪيئن مدد ڪري ٿو؟,breastfeeding ٻار جي صحت لاءِ ڪهڙو فائدو ڏئي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1415,707,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ ٻار سان گڏ مون کي به فائدو ڏئي ٿو؟,ٿڃ پيارڻ ٻار سان گڏ ماءُ کي به فائدو ڏئي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1416,707,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ ٻار سان گڏ مون کي به فائدو ڏئي ٿو؟,breastfeeding ماءُ لاءِ به فائديمند آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1417,708,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ سچ ۾ ٻارن جي موتين کي روڪي سگهي ٿو؟,ٿڃ پيارڻ ٻارن جي بيماري روڪي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1418,708,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ سچ ۾ ٻارن جي موتين کي روڪي سگهي ٿو؟,breastfeeding سان ٻارن جو بيمار ٿيڻ گھٽجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1419,709,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا گھڻن ٻارن کي ڇهن مهينن تائين صرف ماءُ جو کير ملي ٿو؟,گھڻن ٻارن کي ڇهن مهينن تائين صرف ماءُ جو کير ملي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1420,709,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا گھڻن ٻارن کي ڇهن مهينن تائين صرف ماءُ جو کير ملي ٿو؟,exclusive breastfeeding 6 مهينن تائين ٿيندي آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1421,710,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي لڳي ٿو ته منهنجو کير گھٽ آهي۔ مون کي ڇا ڪرڻ گھرجي؟,کير گھٽ محسوس ٿئي ته ان لاءِ ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1422,710,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي لڳي ٿو ته منهنجو کير گھٽ آهي۔ مون کي ڇا ڪرڻ گھرجي؟,دودھ گھٽ ٿي رهيو آهي، ان جو حل ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1423,711,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,جيڪڏهن ٿڃ پيارڻ سور واري يا ڏکيو هجي ته مون کي ڪير مدد ڪري سگهي ٿو؟,ٿڃ پيارڻ سور واري هجي ته ڪير مدد ڪري سگهي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1424,711,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,جيڪڏهن ٿڃ پيارڻ سور واري يا ڏکيو هجي ته مون کي ڪير مدد ڪري سگهي ٿو؟,breastfeeding ۾ سور ٿئي ته ان لاءِ مدد ڪٿان ملي؟,auto_ok,genuine reword - needs native-speaker review
v1425,712,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا پهريون ٿلهو پيلو کير ٻار لاءِ سٺو آهي؟,پهريون ٿلهو پيلو کير (colostrum) ٻار لاءِ سٺو آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1426,712,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا پهريون ٿلهو پيلو کير ٻار لاءِ سٺو آهي؟,شروعاتي پيلو گاڙهو کير ٻار لاءِ فائديمند آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1427,713,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي ٻار کي مقرر وقت تي کير پيارڻ گھرجي؟,ٻار کي مقرر وقت تي کير پيارجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1428,713,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي ٻار کي مقرر وقت تي کير پيارڻ گھرجي؟,کير پيارڻ لاءِ ٽائيم ٽيبل رکجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1429,714,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ ٿڃ پيارائي سگهان ٿي جيڪڏهن منهنجو ٻار وقت کان اڳ ڄميو هو؟,وقت کان اڳ ڄاول ٻار کي ٿڃ پيارائي سگهجي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1430,714,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ ٿڃ پيارائي سگهان ٿي جيڪڏهن منهنجو ٻار وقت کان اڳ ڄميو هو؟,preterm baby کي breastfeeding ڪرائي سگهجي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1431,715,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,آءٌ نئين ڄاول ٻار کي ڪيئن گرم رکان؟,نئين ڄاول ٻار کي گرم ڪيئن رکجي؟,auto_ok,genuine reword - needs native-speaker review
v1432,715,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,آءٌ نئين ڄاول ٻار کي ڪيئن گرم رکان؟,ننڍڙي ٻار جو جسم گرم رکڻ لاءِ ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1433,716,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,اُڀ سان اُڀ سنڀال (Skin to Skin) ڇا آهي ۽ اها ڇو مدد ڪري ٿي؟,اُڀ سان اُڀ سنڀال (Skin to Skin) ڇا آهي ۽ ان جو ڇا فائدو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1434,716,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,اُڀ سان اُڀ سنڀال (Skin to Skin) ڇا آهي ۽ اها ڇو مدد ڪري ٿي؟,skin-to-skin contact ننڍڙي ٻار جي ڪيئن مدد ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1435,717,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا منهنجي ٻار کي ڄمڻ وقت ويڪسين لڳڻ گھرجي؟,ٻار کي ڄمڻ وقت ويڪسين لڳڻ گهرجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1436,717,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا منهنجي ٻار کي ڄمڻ وقت ويڪسين لڳڻ گھرجي؟,پيدائش وقت ٻار کي ٽيڪو لڳڻ ضروري آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1437,718,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ڄمڻ کانپوءِ منهنجي ٻار جي ٻڌڻ ۽ نظر جو چيڪ ٿيندو؟,ولادت کان پوءِ ٻار جي ٻڌڻ ۽ نظر جو چيڪ ٿيندو آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1438,718,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ڄمڻ کانپوءِ منهنجي ٻار جي ٻڌڻ ۽ نظر جو چيڪ ٿيندو؟,نئون ٻار جو hearing ۽ eyesight ٽيسٽ ٿيندو آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1439,719,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجي نئين ڄاول ٻار کي صحت ڪارڪن کان ڪڏهن چيڪ ٿيڻ گھرجي؟,نئين ڄاول ٻار کي صحت ڪارڪن کان ڪڏهن چيڪ ڪرائجي؟,auto_ok,genuine reword - needs native-speaker review
v1440,719,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجي نئين ڄاول ٻار کي صحت ڪارڪن کان ڪڏهن چيڪ ٿيڻ گھرجي؟,ننڍڙي ٻار جو پهريون معائنو ڪهڙي وقت ٿجي؟,auto_ok,genuine reword - needs native-speaker review
v1441,720,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي نئين ڄاول ٻار ۾ ڪهڙين خطري جي نشانين تي نظر رکڻ گھرجي؟,نئين ڄاول ٻار ۾ ڪهڙين خطري جي نشانين تي نظر رکجي؟,auto_ok,genuine reword - needs native-speaker review
v1442,720,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,مون کي پنهنجي نئين ڄاول ٻار ۾ ڪهڙين خطري جي نشانين تي نظر رکڻ گھرجي؟,ننڍڙي ٻار ۾ ڪهڙيون علامتون خطرناڪ سمجهجن؟,auto_ok,genuine reword - needs native-speaker review
v1443,721,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجو ٻار کير نٿو پيئي۔ ڇا اهو سنگين آهي؟,ٻار کير نٿو پيئي ته اهو سنگين آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1444,721,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجو ٻار کير نٿو پيئي۔ ڇا اهو سنگين آهي؟,نئون ٻار کير چوسڻ کان انڪار ڪري ته ان ۾ ڪا فڪر جي ڳالھ آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1445,722,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٻار کي مون سان گڏ سمهڻ گھرجي يا الڳ؟,ٻار کي ماءُ سان گڏ سمهڻ گهرجي يا الڳ؟,auto_ok,genuine reword - needs native-speaker review
v1446,722,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٻار کي مون سان گڏ سمهڻ گھرجي يا الڳ؟,نئون ٻار ماءُ جي ڀرسان سمهي يا پنهنجي پينگهي ۾؟,auto_ok,genuine reword - needs native-speaker review
v1447,723,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ ٿڃ پيارائي سگهان ٿي جيڪڏهن آءٌ بيمار آهيان؟,ماءُ بيمار هجي ته به ٿڃ پيارائي سگهي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1448,723,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا آءٌ ٿڃ پيارائي سگهان ٿي جيڪڏهن آءٌ بيمار آهيان؟,طبيعت خراب هجڻ باوجود breastfeeding جاري رکي سگهجي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1449,724,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ مون کي حامله ٿيڻ کان روڪي ٿو؟,ٿڃ پيارڻ حمل کان روڪي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1450,724,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا ٿڃ پيارڻ مون کي حامله ٿيڻ کان روڪي ٿو؟,breastfeeding قدرتي طور تي حمل کان بچاءُ ڏئي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1451,725,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي ڇهن مهينن تي ٻي غذا شروع ڪرڻ وقت ٿڃ پيارڻ بند ڪرڻ گھرجي؟,ٻي غذا شروع ڪرڻ وقت ٿڃ پيارڻ بند ڪجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1452,725,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا مون کي ڇهن مهينن تي ٻي غذا شروع ڪرڻ وقت ٿڃ پيارڻ بند ڪرڻ گھرجي؟,solids شروع ٿيڻ تي breastfeeding ڇڏي ڏجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1453,726,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇهن مهينن تي مون کي پنهنجي ٻار کي ڪهڙي قسم جي غذا شروع ڪرڻ گھرجي؟,ڇهن مهينن تي ٻار کي ڪهڙي قسم جي غذا شروع ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1454,726,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇهن مهينن تي مون کي پنهنجي ٻار کي ڪهڙي قسم جي غذا شروع ڪرڻ گھرجي؟,6 مهينن جي ٻار لاءِ پهرين ڪهڙو کاڌو ڏجي؟,auto_ok,genuine reword - needs native-speaker review
v1455,727,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا اهو فائديمند آهي جيڪڏهن آءٌ صرف ڪجهه مهينا ئي ٿڃ پيارائي سگهان؟,ٿورا مهينا ئي ٿڃ پيارائجي ته به فائدو ٿئي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1456,727,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ڇا اهو فائديمند آهي جيڪڏهن آءٌ صرف ڪجهه مهينا ئي ٿڃ پيارائي سگهان؟,ٿورو وقت breastfeeding ڪرڻ به ڪجهه ته فائديمند آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1457,728,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ماڻهو ڇو چون ٿا ته ٿڃ پيارڻ هڪ سٺي سيڙپڪاري آهي؟,ٿڃ پيارڻ کي سٺي سيڙپڪاري ڇو چئبو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1458,728,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,ماڻهو ڇو چون ٿا ته ٿڃ پيارڻ هڪ سٺي سيڙپڪاري آهي؟,ماڻهو breastfeeding کي وڏو فائدو ڇو سمجهن ٿا؟,auto_ok,genuine reword - needs native-speaker review
v1459,729,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجو خاندان چوي ٿو ته نئين ڄاول ٻار کي ماکي يا پاڻي ڏجي۔ ڇا اهو صحيح آهي؟,نئين ڄاول ٻار کي ماکي يا پاڻي ڏجي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1460,729,حمل ۽ ماءُ جي صحت,ٿڃ پيارڻ ۽ نئين ڄاول ٻار جون بنيادي ڳالهيون,منهنجو خاندان چوي ٿو ته نئين ڄاول ٻار کي ماکي يا پاڻي ڏجي۔ ڇا اهو صحيح آهي؟,ننڍڙي ٻار کي شروع ۾ ماکي/پاڻي ڏيڻ گھر وارن جو مشورو ٺيڪ آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1461,730,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حمل ۾ اهي ڪهڙيون خطري جون نشانيون آهن جن جو مطلب آهي ته مون کي فوراً مدد وٺڻ گھرجي؟,حمل ۾ ڪهڙين نشانين تي فوراً مدد وٺجي؟,auto_ok,genuine reword - needs native-speaker review
v1462,730,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حمل ۾ اهي ڪهڙيون خطري جون نشانيون آهن جن جو مطلب آهي ته مون کي فوراً مدد وٺڻ گھرجي؟,حامله هوندي ڪهڙيون علامتون فوري طبي مدد گھرن ٿيون؟,auto_ok,genuine reword - needs native-speaker review
v1463,731,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي حمل ۾ رت وهي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟,حمل ۾ رت وهڻ شروع ٿي وڃي ته ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1464,731,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي حمل ۾ رت وهي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟,حامله هوندي bleeding ٿئي ته فوري ڪهڙو قدم کڻجي؟,auto_ok,genuine reword - needs native-speaker review
v1465,732,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي سخت مٿي جو سور آهي ۽ منهنجي نظر ڌنڌلي آهي۔ ڇا اهو سنگين آهي؟,سخت مٿي جو سور ۽ ڌنڌلي نظر سنگين آهن ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1466,732,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي سخت مٿي جو سور آهي ۽ منهنجي نظر ڌنڌلي آهي۔ ڇا اهو سنگين آهي؟,شديد سردرد ۽ نظر ڌنڌلائجڻ خطرناڪ نشاني آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1467,733,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجا هٿ ۽ منهن سُڄي ويا آهن۔ ڇا مون کي پريشان ٿيڻ گھرجي؟,هٿ ۽ منهن سُڄي وڃن ته پريشان ٿيڻ گهرجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1468,733,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجا هٿ ۽ منهن سُڄي ويا آهن۔ ڇا مون کي پريشان ٿيڻ گھرجي؟,چهرو ۽ هٿ اوچتو سُڄي وڃن ته اهو خطري جي نشاني آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1469,734,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجي مٿئين پيٽ ۾ سخت سور آهي۔ ان جو ڇا مطلب آهي؟,مٿئين پيٽ ۾ سخت سور جو مطلب ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1470,734,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجي مٿئين پيٽ ۾ سخت سور آهي۔ ان جو ڇا مطلب آهي؟,پيٽ جي مٿئين حصي ۾ تکو درد ٿئي ته ان جو ڪارڻ ڇا ٿي سگهي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v1471,735,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي حامله هوندي بخار آهي۔ ڇا مون کي گھر ۾ ان جو علاج ڪرڻ گھرجي؟,حامله هوندي بخار ٿئي ته گھر ۾ علاج ڪجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1472,735,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي حامله هوندي بخار آهي۔ ڇا مون کي گھر ۾ ان جو علاج ڪرڻ گھرجي؟,حمل دوران تپ چڙهي ته پاڻ ئي دوا کائجي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1473,736,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ٻار جي حرڪت بند ٿي وئي آهي يا گھڻو گھٽجي وئي آهي۔ مون کي ڇا ڪرڻ گھرجي؟,ٻار جي حرڪت گھٽجي يا بند ٿي وڃي ته ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1474,736,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ٻار جي حرڪت بند ٿي وئي آهي يا گھڻو گھٽجي وئي آهي۔ مون کي ڇا ڪرڻ گھرجي؟,پيٽ ۾ ٻار جي چرپر محسوس نه ٿئي ته فوري ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1475,737,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي ساهه کڻڻ ۾ ڏکيائي ٿي رهي آهي۔ ڇا حمل ۾ اهو ايمرجنسي آهي؟,ساهه کڻڻ ۾ ڏکيائي حمل ۾ ايمرجنسي آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1476,737,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,مون کي ساهه کڻڻ ۾ ڏکيائي ٿي رهي آهي۔ ڇا حمل ۾ اهو ايمرجنسي آهي؟,حامله هوندي ساهه ڦُلجي وڃي ته اهو خطرناڪ آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
