id,category,sub_category,question,answer,source
241,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,What is pre-eclampsia?,"It is a blood pressure problem that develops after twenty weeks of pregnancy and can be dangerous for mother and baby. It affects between three and eight women in every hundred who give birth. Some women have no symptoms at all, which is why check-ups matter.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
242,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,Can I have pre-eclampsia without feeling anything?,"Yes, some women have no symptoms at all, which is why blood pressure and urine are checked at every visit. Never assume you are safe because you feel well. Keep going for your check-ups.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
243,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,Who is more likely to get pre-eclampsia?,"It is more likely in first pregnancies, in women carrying twins or more, and in those with obesity, existing high blood pressure, diabetes, kidney disease, or a family history of it. If any of these apply to you, tell your health worker early. You may need closer watching.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
244,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,Can pre-eclampsia be prevented?,"Regular antenatal care with blood pressure and urine checks is the main protection, because it finds it early. For women at high risk, doctors may advise preventive treatment. Speak to your health worker about your own risk.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
245,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,How dangerous are blood pressure problems in pregnancy?,"Hypertensive disorders account for around sixteen in every hundred maternal deaths, making them among the leading causes of death in pregnancy. This is why blood pressure is checked at every visit. If you have severe headache, blurred vision, upper stomach pain or swelling of the hands and face, go to a health centre or hospital now.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
246,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,I am bleeding heavily after delivery. What should I do?,Heavy bleeding after childbirth is a leading cause of maternal death and is an emergency. Get to a hospital immediately. Do not wait to see whether it slows down.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
247,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,I have fever and bad-smelling discharge after giving birth. Is that serious?,"Yes, this can be infection after childbirth, which is one of the leading causes of maternal death. Go to a health centre or hospital now. Do not treat it at home.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
248,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,Can dangerous problems still happen in the weeks after delivery?,"Yes. Most maternal and infant deaths happen in the first days after birth. Heavy bleeding, fever, severe headache, blurred vision, fits and difficulty breathing all need urgent care after delivery too. Attend all your postnatal check-ups.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
249,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,How quickly do I need to act if I notice a danger sign?,"Immediately. A maternal death happens somewhere in the world roughly every two minutes, and delay in reaching care is a major reason. Do not wait for morning, for transport to be convenient, or for permission. Go now and take someone with you.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
250,Pregnancy & Maternal Health,Pregnancy & postpartum danger signs,What danger signs should I watch for in my newborn baby?,"Difficulty breathing, difficulty feeding or refusing to feed, fever, or the baby being cold, limp or unusually still. Recognising these is part of postnatal care. Take the baby to a health centre immediately if any appear.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
251,PCOS & Hormonal Health,What PCOS is & common symptoms,What is PCOS?,"PCOS is a common hormonal condition in which the body makes higher than normal levels of male-type hormones. This leads to irregular periods, problems with releasing an egg, and sometimes extra hair or acne. It can be managed with the right care.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
252,PCOS & Hormonal Health,What PCOS is & common symptoms,How common is PCOS?,"It affects around ten to thirteen women in every hundred of childbearing age. So it is common, and you are far from alone. Many women live with it without knowing.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
253,PCOS & Hormonal Health,What PCOS is & common symptoms,Do most women with PCOS know they have it?,"No. Around seven in ten women with PCOS have never been diagnosed. Many go years thinking their symptoms are normal. If you have the signs, it is worth asking a doctor.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
254,PCOS & Hormonal Health,What PCOS is & common symptoms,What are the main signs of PCOS?,"Irregular, absent, heavy or painful periods, difficulty becoming pregnant, extra facial or body hair, hair thinning on the head, acne or oily skin, and weight gain around the middle. Not every woman has all of them. Two or more signs is reason to be checked.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
255,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS mean I have cysts in my ovaries?,"The name mentions cysts, but what is seen on a scan is a large number of small follicles, not disease cysts. Many women with PCOS do not need a scan to be diagnosed. The name can be misleading.",https://academic.oup.com/jcem/article/108/10/2447/7242360
256,PCOS & Hormonal Health,What PCOS is & common symptoms,What causes PCOS?,It is a hormonal condition in which higher than normal male-type hormone levels disturb the ovaries and the monthly cycle. The exact reason it develops is not fully known. It is not caused by anything you did wrong.,https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
257,PCOS & Hormonal Health,What PCOS is & common symptoms,Is PCOS my fault?,"No. PCOS is a hormonal condition, not the result of your choices or your character. Nobody causes it in themselves. What you can do is get it diagnosed and managed.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
258,PCOS & Hormonal Health,What PCOS is & common symptoms,At what age does PCOS usually start?,"Signs often appear in the years after periods begin and through the childbearing years. Diagnosis in the teenage years is harder and doctors are cautious about it. If a young woman has signs, she should still be assessed.",https://academic.oup.com/jcem/article/108/10/2447/7242360
259,PCOS & Hormonal Health,What PCOS is & common symptoms,Why is PCOS the reason many women cannot conceive?,"PCOS is the most common cause of eggs not being released regularly, and so it is a leading cause of difficulty becoming pregnant. But many women with PCOS do conceive. Treatments to help ovulation exist.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
260,PCOS & Hormonal Health,What PCOS is & common symptoms,Can I still have children if I have PCOS?,"Many women with PCOS do have children. Treatments exist to help the ovaries release eggs, and other fertility options are available. Speak to a doctor early rather than waiting for years.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
261,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS affect my whole body or only my periods?,"It affects more than periods. It is linked with insulin problems, weight, blood pressure, cholesterol, sleep, and mood. That is why doctors check several things, not just the cycle.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
262,PCOS & Hormonal Health,What PCOS is & common symptoms,What health problems is PCOS linked with?,"Insulin resistance and type two diabetes, high blood pressure, high cholesterol, heart disease, obesity, sleep problems, liver problems, and changes in the lining of the womb. Anxiety and low mood are also more common. Regular checks help catch these early.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
263,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS raise my risk of diabetes?,"Yes, PCOS is linked with insulin resistance and a higher risk of type two diabetes. This is why doctors test blood sugar at diagnosis and repeat it over the years. Finding it early means it can be managed.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
264,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS affect the womb?,"PCOS is linked with a higher chance of thickening of the womb lining and, less commonly, cancer of the womb lining. This is one reason very infrequent periods should be discussed with a doctor. It is not a reason to panic, but it is a reason to be seen.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
265,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS affect my mood?,"Yes, anxiety and low mood are more common in women with PCOS. Doctors are advised to ask about mood as part of PCOS care. If you feel low or anxious, say so, because it is part of the condition and support is available.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
266,PCOS & Hormonal Health,What PCOS is & common symptoms,Is PCOS contagious?,"No, PCOS is not an infection and cannot pass from one person to another. It is a hormonal condition. Nothing about it should be treated as shameful.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
267,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS go away on its own?,"There is no cure, but the symptoms can be managed well and can change over the course of life. Managing it lowers the longer term risks. Care is ongoing rather than a single treatment.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
268,PCOS & Hormonal Health,What PCOS is & common symptoms,Is PCOS a serious condition?,"It is a long term condition that needs attention, mainly because of the linked risks to the heart, blood sugar and womb. With regular checks and management most women do well. Ignoring it is what makes it more serious.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
269,PCOS & Hormonal Health,What PCOS is & common symptoms,Do all women with PCOS gain weight?,"No. Weight gain around the middle is common but not universal, and PCOS occurs in women of all sizes. Being slim does not rule it out. The other signs matter too.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
270,PCOS & Hormonal Health,What PCOS is & common symptoms,Do all women with PCOS have extra hair growth?,"No. Extra facial or body hair is one of the possible signs, not a requirement. Some women have irregular periods and no hair changes at all. Diagnosis is based on a combination of findings.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
271,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS cause hair loss from the head?,"Yes, thinning of hair on the head in a female pattern is one of the recognised signs. It comes from the higher male-type hormone levels. Speak to a doctor, because treatments for this exist.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
272,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS cause acne?,"Yes, acne and oily skin are common signs of PCOS because of the higher male-type hormone levels. If acne appears together with irregular periods, mention both to a doctor. They may be connected.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
273,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS cause heavy or painful periods?,"Yes, periods with PCOS can be irregular, unpredictable, absent, heavy or painful. The pattern varies from woman to woman. Any of these patterns is worth discussing with a doctor.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
274,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS cause problems during pregnancy?,Women with PCOS have a higher chance of developing diabetes during pregnancy. This is why blood sugar is checked when planning a pregnancy. Tell your antenatal health worker that you have PCOS.,https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
275,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS cause sleep problems?,"PCOS is linked with a breathing problem during sleep that causes snoring, unrefreshing sleep and daytime tiredness. Doctors are advised to ask about this. Mention snoring or constant tiredness at your appointment.",https://academic.oup.com/jcem/article/108/10/2447/7242360
276,PCOS & Hormonal Health,What PCOS is & common symptoms,Does PCOS affect the liver?,PCOS is linked with a form of liver problem related to fat in the liver. It is one of the associated conditions doctors watch for. Regular check-ups are how it is picked up.,https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
277,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS cause high blood pressure?,"Yes, high blood pressure and high cholesterol are among the conditions linked with PCOS. Blood pressure should be checked every year if you have PCOS. It is a simple, quick check.",https://academic.oup.com/jcem/article/108/10/2447/7242360
278,PCOS & Hormonal Health,What PCOS is & common symptoms,Is PCOS the same as having irregular periods?,"No. Irregular periods can have many causes, including stress, weight change, thyroid problems and others. PCOS is one specific cause among several. Only a proper assessment can tell which it is.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
279,PCOS & Hormonal Health,What PCOS is & common symptoms,Can PCOS be present without any periods at all?,"Yes, absent periods are one of the recognised patterns in PCOS. Not having periods for a long time should always be discussed with a doctor. It should not simply be accepted.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
280,PCOS & Hormonal Health,What PCOS is & common symptoms,Is PCOS more common in some countries than others?,"It affects women worldwide, at around ten to thirteen in every hundred of childbearing age. What differs is how many are diagnosed. In many places most cases go unrecognised.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
281,PCOS & Hormonal Health,What PCOS is & common symptoms,"If my periods are regular, can I still have PCOS?","It is possible, because diagnosis needs two of three findings and one of them can be absent. Some women with regular cycles still have raised male-type hormones. A doctor can assess it properly.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
282,PCOS & Hormonal Health,What PCOS is & common symptoms,Should I see a doctor if I think I have PCOS?,"Yes. Because most cases go undiagnosed, and because of the linked risks to blood sugar, heart and womb, it is worth being assessed. Bring a note of your cycle dates and your symptoms. Early diagnosis helps.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
283,PCOS & Hormonal Health,Diagnosis & when to get checked,How is PCOS diagnosed?,"A doctor looks for at least two of three things: signs or blood evidence of high male-type hormones, irregular or absent periods, and many small follicles on an ovary scan. Other causes must be ruled out first. It is not diagnosed on one symptom alone.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
284,PCOS & Hormonal Health,Diagnosis & when to get checked,Do I need all three findings to be told I have PCOS?,"No, two of the three are enough once other causes have been excluded. This is why some women are diagnosed without a scan. The combination matters more than any single test.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
285,PCOS & Hormonal Health,Diagnosis & when to get checked,When is a period considered irregular?,"In a woman past the teenage years, cycles shorter than twenty-one days or longer than thirty-five days, or fewer than eight periods in a year, are considered irregular. That pattern is a reason to be assessed for PCOS. Keep a record of your dates.",https://academic.oup.com/jcem/article/108/10/2447/7242360
286,PCOS & Hormonal Health,Diagnosis & when to get checked,What is a normal cycle length to compare against?,"A typical menstrual cycle runs between twenty-one and thirty-five days. Outside that range, or fewer than eight periods a year, is worth checking. Everyone varies a little, so look at your usual pattern.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
287,PCOS & Hormonal Health,Diagnosis & when to get checked,What blood tests are used to check for PCOS?,Doctors measure total and free testosterone to look for raised male-type hormones. More accurate laboratory methods are preferred where available. Your doctor will explain which tests they are using.,https://academic.oup.com/jcem/article/108/10/2447/7242360
288,PCOS & Hormonal Health,Diagnosis & when to get checked,Do I always need an ultrasound scan to diagnose PCOS?,"No. A scan is one of the three possible findings but is not always needed, especially if you already have irregular periods and evidence of raised hormones. In adults a particular blood test can be used instead of a scan. Your doctor decides what is needed.",https://academic.oup.com/jcem/article/108/10/2447/7242360
289,PCOS & Hormonal Health,Diagnosis & when to get checked,What does the scan look for?,"It counts the small follicles in the ovary. In adults, twenty or more in at least one ovary is the level used. Your doctor interprets this alongside your other findings.",https://academic.oup.com/jcem/article/108/10/2447/7242360
290,PCOS & Hormonal Health,Diagnosis & when to get checked,Should a teenage girl have a scan to check for PCOS?,"No, an ovary scan is not recommended for diagnosing PCOS in adolescents. The ovaries normally look this way at that age, so it would cause wrong diagnoses. Doctors assess teenagers differently.",https://academic.oup.com/jcem/article/108/10/2447/7242360
291,PCOS & Hormonal Health,Diagnosis & when to get checked,Why is PCOS harder to diagnose in teenagers?,Because irregular cycles and changes in skin and hair can be a normal part of those years. Diagnosing too early risks labelling a girl who does not have it. Doctors often reassess later at full maturity.,https://academic.oup.com/jcem/article/108/10/2447/7242360
292,PCOS & Hormonal Health,Diagnosis & when to get checked,"If a doctor is unsure in a teenager, what happens?","The doctor may follow her over time rather than diagnosing straight away, and reassess when she is fully mature, around eight years after her periods began. She should still be helped with her symptoms in the meantime. This is a careful approach, not a delay in care.",https://academic.oup.com/jcem/article/108/10/2447/7242360
293,PCOS & Hormonal Health,Diagnosis & when to get checked,What is the AMH blood test?,It is a blood test that can be used in adult women instead of a scan to look at the ovaries. It should not be used on its own to diagnose PCOS. It is not recommended for teenagers.,https://academic.oup.com/jcem/article/108/10/2447/7242360
294,PCOS & Hormonal Health,Diagnosis & when to get checked,Should I have both the scan and the AMH test?,"No. Either one may be used, but doing both is discouraged because it leads to over-diagnosis. One is enough. Your doctor will choose which is appropriate.",https://academic.oup.com/jcem/article/108/10/2447/7242360
295,PCOS & Hormonal Health,Diagnosis & when to get checked,Does taking hormone tablets affect the tests?,"Yes, hormonal contraceptive use lowers the AMH result and can affect hormone tests. Tell your doctor everything you are taking before the tests. They will time the tests appropriately.",https://academic.oup.com/jcem/article/108/10/2447/7242360
296,PCOS & Hormonal Health,Diagnosis & when to get checked,What is hirsutism and how is it assessed?,"It means unwanted hair growth in a male pattern, and it is a strong pointer towards PCOS. Doctors assess it using a scoring method, adjusted for ethnic background. Normal hair patterns differ between communities, so this adjustment matters.",https://academic.oup.com/jcem/article/108/10/2447/7242360
297,PCOS & Hormonal Health,Diagnosis & when to get checked,Does having some facial hair mean I have PCOS?,"Not on its own. Hair patterns differ a lot between families and communities, and doctors take this into account. It matters when it appears together with irregular periods or other signs. Ask a doctor rather than assuming.",https://academic.oup.com/jcem/article/108/10/2447/7242360
298,PCOS & Hormonal Health,Diagnosis & when to get checked,What other conditions must be ruled out before PCOS is diagnosed?,"PCOS is diagnosed only after other causes of the same symptoms have been excluded. Thyroid and other hormonal conditions can look similar. This is why a proper assessment, not self-diagnosis, is needed.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
299,PCOS & Hormonal Health,Diagnosis & when to get checked,What tests should I have at the time I am diagnosed?,"Blood sugar testing regardless of your age or weight, a cholesterol test, and a blood pressure check. Mood should also be asked about. These look for the conditions linked with PCOS.",https://academic.oup.com/jcem/article/108/10/2447/7242360
300,PCOS & Hormonal Health,Diagnosis & when to get checked,Which blood sugar test is used in PCOS?,The most accurate test is one where a sugar drink is given and blood is checked afterwards. It is recommended at diagnosis for all women with PCOS. Your doctor will explain how to prepare for it.,https://academic.oup.com/jcem/article/108/10/2447/7242360
301,PCOS & Hormonal Health,Diagnosis & when to get checked,How often should my blood sugar be rechecked?,"Usually every one to three years, depending on your other risk factors. It should also be checked when you are planning a pregnancy. Do not wait for symptoms of diabetes to appear.",https://academic.oup.com/jcem/article/108/10/2447/7242360
302,PCOS & Hormonal Health,Diagnosis & when to get checked,How often should my blood pressure be checked if I have PCOS?,"Every year. It should also be checked when planning a pregnancy or fertility treatment, because of the higher chance of blood pressure problems in pregnancy. It is a quick check at any health centre.",https://academic.oup.com/jcem/article/108/10/2447/7242360
303,PCOS & Hormonal Health,Diagnosis & when to get checked,Do I need my cholesterol checked if I have PCOS?,"Yes, a cholesterol test is recommended for all women at the time of diagnosis. How often it is repeated depends on the result and your other risks. Ask your doctor what your result means.",https://academic.oup.com/jcem/article/108/10/2447/7242360
304,PCOS & Hormonal Health,Diagnosis & when to get checked,Will the doctor ask me about my mood?,"They should. Screening for low mood is recommended for all women and teenagers with PCOS, and screening for anxiety in adults. If they do not ask, tell them anyway. It is a genuine part of the condition.",https://academic.oup.com/jcem/article/108/10/2447/7242360
305,PCOS & Hormonal Health,Diagnosis & when to get checked,Will they ask about my sleep?,"If you have symptoms such as snoring, unrefreshing sleep or daytime tiredness, they should assess you for a sleep breathing problem. This is more common in PCOS regardless of weight. Mention these symptoms yourself if asked nothing.",https://academic.oup.com/jcem/article/108/10/2447/7242360
306,PCOS & Hormonal Health,Diagnosis & when to get checked,Should I be asked about how I feel about my body or my eating?,"Yes, doctors are advised to consider body image concerns and disordered eating in women with PCOS, whatever their weight. These are recognised parts of living with the condition. Speaking about them openly helps you get the right support.",https://academic.oup.com/jcem/article/108/10/2447/7242360
307,PCOS & Hormonal Health,Diagnosis & when to get checked,What should I take with me to the appointment?,"Take a record of your period dates over the last year, a list of your symptoms, and any medicines or supplements you take. This makes the assessment much easier. Write down your questions too.",https://academic.oup.com/jcem/article/108/10/2447/7242360
308,PCOS & Hormonal Health,Diagnosis & when to get checked,How long does it take to get a PCOS diagnosis?,"It varies, and unfortunately many women go undiagnosed for a long time, with around seven in ten never diagnosed. Being clear about your symptoms helps. If you are not satisfied, it is reasonable to ask for further assessment.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
309,PCOS & Hormonal Health,Diagnosis & when to get checked,Can a lady health worker diagnose PCOS?,"She can recognise the signs and refer you, but the diagnosis needs blood tests and assessment at a health centre or hospital. Start with her if she is closest to you. She can guide you to the right place.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
310,PCOS & Hormonal Health,Diagnosis & when to get checked,Can PCOS be diagnosed from symptoms alone?,"No. Symptoms point to it, but blood tests and exclusion of other causes are needed. Self-diagnosis from the internet or from friends is unreliable. Go for a proper assessment.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
311,PCOS & Hormonal Health,Diagnosis & when to get checked,At what point should I go and get checked?,"If your periods are consistently outside twenty-one to thirty-five days, if you have fewer than eight a year, if they have stopped, or if you have unwanted hair, acne or trouble conceiving. Any of these is reason enough. You do not need several symptoms to justify going.",https://academic.oup.com/jcem/article/108/10/2447/7242360
312,PCOS & Hormonal Health,Diagnosis & when to get checked,Do I need to be married or have tried for a baby before being checked?,"No. PCOS affects your blood sugar, blood pressure, heart and womb regardless of whether you want children. Assessment is about your health. Anyone with the symptoms should be checked.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
313,PCOS & Hormonal Health,Diagnosis & when to get checked,What if a doctor dismisses my symptoms?,"Knowledge gaps about PCOS among health workers are recognised as a real problem. You are entitled to ask for the specific tests, or to seek another opinion. Take your written record of symptoms and cycle dates with you.",https://academic.oup.com/jcem/article/108/10/2447/7242360
314,PCOS & Hormonal Health,Diagnosis & when to get checked,Should I be checked again later if the first assessment was unclear?,"Yes, especially if you were young at the time or the picture was uncertain. Reassessment at full maturity is specifically advised for those assessed as adolescents. Keep your records for that appointment.",https://academic.oup.com/jcem/article/108/10/2447/7242360
315,PCOS & Hormonal Health,PCOS and periods,Why does PCOS make my periods irregular?,"Higher than normal male-type hormone levels disturb the release of an egg each month. When an egg is not released regularly, the period does not come regularly either. This is the central problem in PCOS.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
316,PCOS & Hormonal Health,PCOS and periods,What period patterns are seen in PCOS?,"Periods may be irregular, unpredictable, absent, heavy or painful. Different women have different patterns. Any of these is worth discussing with a doctor.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
317,PCOS & Hormonal Health,PCOS and periods,How irregular is too irregular?,"Cycles shorter than twenty-one days or longer than thirty-five days, or fewer than eight periods in a year, are considered irregular in an adult woman. That is the point at which assessment is advised. Keep a written record of your dates.",https://academic.oup.com/jcem/article/108/10/2447/7242360
318,PCOS & Hormonal Health,PCOS and periods,My periods come every two or three months. Is that a problem?,Fewer than eight periods a year is considered irregular and is worth being assessed. It is one of the findings used to diagnose PCOS. Take your cycle record to a doctor.,https://academic.oup.com/jcem/article/108/10/2447/7242360
319,PCOS & Hormonal Health,PCOS and periods,My periods have stopped completely. What should I do?,"Absent periods are one of the recognised patterns in PCOS, but they can also have other causes including pregnancy and thyroid problems. See a doctor rather than waiting. Long gaps without periods need proper assessment.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
320,PCOS & Hormonal Health,PCOS and periods,Is it dangerous to go for months without a period?,"Very infrequent periods are linked with thickening of the womb lining over time, and in some cases with cancer of the womb lining. This is why it should be discussed with a doctor rather than ignored. It is manageable when it is known about.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
321,PCOS & Hormonal Health,PCOS and periods,Can PCOS cause heavy bleeding?,"Yes, heavy periods are among the patterns seen in PCOS. Heavy bleeding can also lead to low blood over time. Mention both the heaviness and any tiredness or dizziness to your doctor.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
322,PCOS & Hormonal Health,PCOS and periods,Can heavy periods make me weak?,"Yes, heavy menstrual bleeding is a recognised cause of low blood, which causes tiredness, dizziness, headache and breathlessness. Iron tablets and treatment for the bleeding both help. Ask to have your blood checked.",https://www.who.int/news-room/fact-sheets/detail/anaemia
323,PCOS & Hormonal Health,PCOS and periods,How common is heavy bleeding among women generally?,It is common. In studies from South Asia and sub-Saharan Africa almost half of women reported heavy menstrual bleeding. Common does not mean it should be endured without help.,https://www.who.int/news-room/fact-sheets/detail/menstrual-health
324,PCOS & Hormonal Health,PCOS and periods,Can PCOS cause painful periods?,"Yes, painful periods are among the recognised patterns. Period pain is also very common in general, affecting more than two in three women who menstruate. Persistent severe pain should be assessed rather than simply tolerated.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
325,PCOS & Hormonal Health,PCOS and periods,Are irregular periods always caused by PCOS?,"No. Endometriosis, adenomyosis, fibroids, bleeding disorders, thyroid problems and early loss of ovary function can all disturb periods. PCOS is one cause among several. This is why other causes are excluded before diagnosing it.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
326,PCOS & Hormonal Health,PCOS and periods,Can stress or weight change make my periods irregular instead?,"Cycles can be disturbed by several things, which is why a doctor looks at the whole picture rather than one symptom. PCOS is diagnosed only after other causes are excluded. Bring your full history to the appointment.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
327,PCOS & Hormonal Health,PCOS and periods,How can I tell if my irregular periods are PCOS or something else?,"You cannot tell from the pattern alone, because several conditions cause the same thing. Blood tests and assessment are needed to separate them. Go and be checked rather than guessing.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
328,PCOS & Hormonal Health,PCOS and periods,Can my periods become regular again with treatment?,"There are treatments doctors use to bring more regular cycles in PCOS, including hormone tablets. Lifestyle changes can also help. Speak to a doctor about what suits your situation.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
329,PCOS & Hormonal Health,PCOS and periods,How do hormone tablets help my cycle in PCOS?,Combined hormonal contraceptive tablets are among the treatments used to make cycles more regular in PCOS. Only a doctor should decide whether they suit you. Never take someone else's tablets.,https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
330,PCOS & Hormonal Health,PCOS and periods,Will my periods return to normal if I lose weight?,Lifestyle changes are recommended for all women with PCOS and can improve symptoms. But results vary and lifestyle change alone does not help everyone. Combine it with medical follow-up rather than relying on it alone.,https://academic.oup.com/jcem/article/108/10/2447/7242360
331,PCOS & Hormonal Health,PCOS and periods,Should I track my periods if I have PCOS?,"Yes, keeping a record of your dates is very useful. It shows the pattern clearly and helps your doctor assess you. A simple note on paper or a phone is enough.",https://academic.oup.com/jcem/article/108/10/2447/7242360
332,PCOS & Hormonal Health,PCOS and periods,How do I track my cycle if I cannot read or write?,Ask a family member or a lady health worker to help you keep a simple mark for each period. Even marking a calendar works. What matters is being able to show the pattern.,https://academic.oup.com/jcem/article/108/10/2447/7242360
333,PCOS & Hormonal Health,PCOS and periods,Does having a period each month mean I am ovulating?,Not necessarily. In PCOS the release of an egg can be irregular even when some bleeding occurs. This is why fertility can be affected. A doctor can assess this properly.,https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
334,PCOS & Hormonal Health,PCOS and periods,Can I get pregnant if my periods are irregular?,"Yes, pregnancy is possible even with irregular cycles, so do not assume you cannot conceive. If you are trying to conceive and cycles are irregular, see a doctor early. If you are not, discuss family planning.",https://www.who.int/news-room/fact-sheets/detail/polycystic-ovary-syndrome
335,PCOS & Hormonal Health,PCOS and periods,What is PMS and is it related to PCOS?,"Premenstrual syndrome is a recognised condition linked with menstruation, listed separately from PCOS. Both can affect wellbeing before and during periods. A doctor can help work out which applies to you.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
336,PCOS & Hormonal Health,PCOS and periods,Is period pain something I should just accept?,"No. More than two in three women who menstruate experience menstrual pain, and timely diagnosis and treatment of menstrual difficulties is part of good health care. Persistent or severe pain deserves assessment. It is not weakness to seek help.",https://www.who.int/news-room/fact-sheets/detail/menstrual-health
337,PCOS & Hormonal Health,PCOS and periods,Should I feel ashamed to talk about my periods with a doctor?,No. Freedom from stigma around menstruation is part of what good menstrual health means. Doctors ask about periods as a routine medical matter. Speaking openly gets you better care.,https://www.who.int/news-room/fact-sheets/detail/menstrual-health
